college,state,cds_link1,cds_link2,cds_link3,cds_link4,cds_link5
Coker University,South Carolina,N/A,,,,
College of Charleston,South Carolina,https://charleston.edu/institutional-research/facts-and-publications/common-data-set.php,,,,
Columbia College,South Carolina,N/A,,,,
Columbia International University,South Carolina,N/A,,,,
Converse University ,South Carolina,N/A,,,,
Denmark Technical College,South Carolina,N/A,,,,
Erskine College,South Carolina,N/A,,,,
Florence Darlington Technical College,South Carolina,N/A,,,,
Francis Marion University,South Carolina,N/A,,,,
Furman University,South Carolina,https://www.furman.edu/offices-services/institutional-research/common-data-set/,,,,
Greenville Technical College,South Carolina,N/A,,,,
Horry-Georgetown Technical College,South Carolina,N/A,,,,
Lander University,South Carolina,N/A,,,,
Limestone University,South Carolina,N/A,,,,
Medical University of South Carolina,South Carolina,N/A,,,,
Midlands Technical College,South Carolina,N/A,,,,
Morris College,South Carolina,N/A,,,,
Newberry College,South Carolina,N/A,,,,
North Greenville University,South Carolina,N/A,,,,
Northeastern Technical College,South Carolina,N/A,,,,
Orangeburg-Calhoun Technical College,South Carolina,N/A,,,,
Piedmont Technical College,South Carolina,N/A,,,,
Presbyterian College,South Carolina,https://www.presby.edu/about/offices-services/institutional-research-assessment/,,,,
Sherman College of Chiropractic ,South Carolina,N/A,,,,
South Carolina State University,South Carolina,https://scsu.edu/ier/common-data-sets.php,,,,
Southern Wesleyan University,South Carolina,https://www.swu.edu/about/student-consumer-info/common-data-set/,,,,
Spartanburg Community College,South Carolina,N/A,,,,
Spartanburg Methodist College,South Carolina,N/A,,,,
Technical College of the Lowcountry,South Carolina,N/A,,,,
The Citadel Millitary College,South Carolina,https://www.citadel.edu/institutional-research/common-data-sets/,,,,
Tri-County Technical College ,South Carolina,N/A,,,,
Trident Technical College,South Carolina,N/A,,,,
University of South Carolina Aiken,South Carolina,http://ie.usca.edu/facts/cds/index.html,Link might not work,,,
University of South Carolina Beaufort,South Carolina,N/A,,,,
University of South Carolina Columbia,South Carolina,https://sc.edu/about/offices_and_divisions/institutional_research_assessment_and_analytics/institutional_effectiveness/common_data_set/index.php,,,,
University of South Carolina Lancaster,South Carolina,N/A,,,,
University of South Carolina Salkehatchie,South Carolina,N/A,,,,
University of South Carolina Sumter,South Carolina,N/A,,,,
University of South Carolina Union,South Carolina,N/A,,,,
University of South Carolina Upstate,South Carolina,N/A,,,,
Voorhees University,South Carolina,N/A,,,,
Williamsburg Technical College,South Carolina,N/A,,,,
Winthrop University,South Carolina,https://www.winthrop.edu/institutional-effectiveness/institutional-research/current-common-data-set.aspx,,,,
Wofford College,South Carolina,N/A,,,,
York Technical College,South Carolina,N/A,,,,
Black Hills State University,South Dakota,N/A,,,,
Dakota State University,South Dakota,https://blogs.dsu.edu/public-info-institutional-research/common-data-set/,,,,
Dakota Wesleyan University,South Dakota,N/A,,,,
John Witherspoon College,South Dakota,Closed,,,,
Lake Area Technical Institute,South Dakota,N/A,,,,
Mitchell Technical Institute ,South Dakota,N/A,,,,
Mount Marty University,South Dakota,https://www.mountmarty.edu/about-us/academic-excellence/institutional-effectiveness/,,,,
Northern State University,South Dakota,N/A,,,,
Oglala Lakota College,South Dakota,N/A,,,,
Sinte Gleska University,South Dakota,N/A,,,,
Sioux Falls Seminary,South Dakota,N/A,,,,
Sisseton Wahpeton College,South Dakota,N/A,,,,
South Dakota School of Mines & Technology,South Dakota,N/A,,,,
South Dakota State University,South Dakota,https://www.sdstate.edu/office-institutional-research-assessment/common-data-set,,,,
Southeast Technical College,South Dakota,N/A,,,,
University of Sioux Falls,South Dakota,N/A,,,,
University of South Dakota,South Dakota,https://www.usd.edu/About/Departments-Offices-and-Resources/Institutional-Research-Planning-and-Assessment/Surveys-and-Reports,,,,
Western Dakota Technical College,South Dakota,N/A,,,,
American Baptist College,Tennessee,N/A,,,,
Aquinas College,Tennessee,https://www.aquinas.edu/offices/academic-affairs/student-right-know-information.html,,,,
Austin Peay State University,Tennessee,https://www.apsu.edu/dsir/cds.php,,,,
Baptist Health Sciences University,Tennessee,N/A,,,,
Belmont University,Tennessee,https://www.belmont.edu/irsa/facts-figures/common-data-set.html,,,,
Bethel University,Tennessee,N/A,,,,
Bryan College,Tennessee,N/A,,,,
Carson-Newman University,Tennessee,N/A,,,,
Chattanooga State Community College,Tennessee,N/A,,,,
Christian Brothers University,Tennessee,N/A,,,,
Cleveland State Community College,Tennessee,N/A,,,,
Columbia State Community College,Tennessee,N/A,,,,
Crown College,Tennessee,N/A,,,,
Cumberland University,Tennessee,N/A,,,,
Dyersburg State Community College,Tennessee,N/A,,,,
East Tennessee State University,Tennessee,https://www.etsu.edu/provost/pds/ir/external_gov/cds.php,,,,
Fisk University,Tennessee,N/A,,,,
Freed-Hardeman University,Tennessee,N/A,,,,
Harding School of Theology,Tennessee,N/A,,,,
Hussian College,Tennessee,Closed,,,,
Jackson State Community College,Tennessee,N/A,,,,
John A. Gupton College,Tennessee,N/A,,,,
Johnson University,Tennessee,N/A,,,,
King University,Tennessee,N/A,,,,
Knoxville College,Tennessee,N/A,,,,
Lane College,Tennessee,N/A,,,,
Lee University,Tennessee,https://www.leeuniversity.edu/institutional-research/common-data-sets/,,,,
LeMoyne-Owen College,Tennessee,N/A,,,,
Lincoln Memorial University,Tennessee,N/A,,,,
Lipscomb University,Tennessee,https://www.lipscomb.edu/academics/academic-support/institutional-effectiveness/office-institutional-research,,,,
Maryville College,Tennessee,N/A,,,,
Meharry Medical College,Tennessee,N/A,,,,
Memphis Theological Seminary,Tennessee,N/A,,,,
Mid-America Baptist Theological Seminary,Tennessee,N/A,,,,
Mid-South Christian College,Tennessee,N/A,,,,
Middle Tennessee State University,Tennessee,https://w1.mtsu.edu/iepr/common_data.php,,,,
Miller-Motte Technical College,Tennessee,N/A,,,,
Milligan University,Tennessee,N/A,,,,
Motlow State Community College,Tennessee,N/A,,,,
Nashville School of Law,Tennessee,N/A,,,,
Nashville State Community College,Tennessee,N/A,,,,
National College of Business & Technology,Tennessee,N/A,,,,
New College Franklin,Tennessee,N/A,,,,
Northeast State Community College,Tennessee,N/A,,,,
Omega Graduate School,Tennessee,N/A,,,,
Pellissippi State Community College,Tennessee,N/A,,,,
Pentecostal Theological Seminary,Tennessee,N/A,,,,
Remington College,Tennessee,N/A,,,,
Rhodes College,Tennessee,https://www.rhodes.edu/common-data-set,,,,
Roane State Community College,Tennessee,N/A,,,,
Sewanee: The University of the South,Tennessee,https://new.sewanee.edu/offices/university-offices/ir/common-data-set/,,,,
South College,Tennessee,N/A,,,,
Southern Adventist University,Tennessee,N/A,,,,
Southern College of Optometry,Tennessee,N/A,,,,
Southwest Tennessee Community College,Tennessee,N/A,,,,
Tennessee Bible College,Tennessee,N/A,,,,
Tennessee College of Applied Technology,Tennessee,N/A,,,,
Tennessee State University,Tennessee,https://www.tnstate.edu/ir/cdset.aspx,,,,
Tennessee Technological University,Tennessee,https://www.tntech.edu/iare/institutional_research/common_data_set.php,,,,
Tennessee Wesleyan University,Tennessee,https://www.tnwesleyan.edu/about/departments/institutional-effectiveness-research/institutional-research/,,,,
Trevecca Nazarene University,Tennessee,N/A,,,,
Tusculum College,Tennessee,N/A,,,,
Tusculum University,Tennessee,N/A,,,,
Union University,Tennessee,N/A,,,,
University of Memphis,Tennessee,https://memphis.edu/oir/external_reporting/,,,,
University of Tennessee at Chattanooga,Tennessee,https://www.utc.edu/sites/default/files/2022-02/CDS%202021-22.pdf,,,,
University of Tennessee at Martin,Tennessee,https://www.utm.edu/offices-and-services/office-of-institutional-research/statistical-reports.php,,,,
University of Tennessee Health Science Center,Tennessee,N/A,,,,
University of Tennessee Knoxville,Tennessee,https://irsa.utk.edu/reporting/common-data-set/,,,,
University of Tennessee Southern,Tennessee,N/A,,,,
Vanderbilt University,Tennessee,https://www.vanderbilt.edu/dsa/common-data-set/,,,,
Volunteer State Community College,Tennessee,N/A,,,,
Walters State Community College,Tennessee,N/A,,,,
Welch College,Tennessee,N/A,,,,
Williamson College,Tennessee,N/A,,,,
Abilene Christian University,Texas,N/A,,,,
Alvin Community College,Texas,N/A,,,,
Amarillo College,Texas,N/A,,,,
Amberton University,Texas,N/A,,,,
American College of Acupuncture and Oriental Med,Texas,N/A,,,,
American InterContinental University-Houston,Texas,N/A,,,,
Angelina College,Texas,N/A,,,,
Angelo State University,Texas,https://www.angelo.edu/administrative-support/accountability/research_data.php,,,,
AOMA Graduate School of Integrative Medicine ,Texas,Closed,,,,
Arlington Baptist University,Texas,N/A,,,,
Auguste Escoffier School of Culinary Arts-Austin,Texas,N/A,,,,
Austin College,Texas,https://www.austincollege.edu/institutional-research,,,,
Austin Community College,Texas,N/A,,,,
Austin Presbyterian Theological Seminary,Texas,N/A,,,,
B. H. Carroll Theological Institute,Texas,N/A,,,,
Bakke Graduate University,Texas,N/A,,,,
Baptist Health System School of Health Professions,Texas,N/A,,,,
Baptist Missionary Association Theological Seminary,Texas,N/A,,,,
Baptist University of the Americas,Texas,N/A,,,,
Baylor College of Medicine,Texas,N/A,,,,
Baylor University,Texas,https://ir.web.baylor.edu/institutional-reports/common-data-set,,,,
Blinn College,Texas,N/A,,,,
Brazosport College,Texas,N/A,,,,
Brite Divinity School,Texas,N/A,,,,
Center for Advanced Legal Studies,Texas,N/A,,,,
Central Texas College,Texas,N/A,,,,
Chamberlain University,Texas,N/A,,,,
Christ Mission College,Texas,N/A,,,,
Cisco College,Texas,N/A,,,,
Clarendon College,Texas,N/A,,,,
Coastal Bend College,Texas,N/A,,,,
College of Biblical Studies,Texas,N/A,,,,
College of the Mainland,Texas,N/A,,,,
Collin College,Texas,https://www.collin.edu/aboutus/statistics/index.html,,,,
Concorde Career College-Dallas,Texas,N/A,,,,
Concorde Career College-Grand Prairie,Texas,N/A,,,,
Concorde Career College-San Antonio,Texas,N/A,,,,
Concordia University Texas,Texas,https://www.concordia.edu/resources/office-of-student-registration-and-records/statistical-information.html,,,,
Criswell College,Texas,N/A,,,,
Culinary Institute Inc,Texas,N/A,,,,
Dallas Baptist University,Texas,N/A,,,,
Dallas Christian College ,Texas,N/A,,,,
Dallas College,Texas,N/A,,,,
Dallas Theological Seminary,Texas,N/A,,,,
Del Mar College,Texas,N/A,,,,
DeVry University,Texas,N/A,,,,
East Texas Baptist University,Texas,N/A,,,,
El Paso Community College,Texas,N/A,,,,
Episcopal Theological Seminary of the Southwest,Texas,N/A,,,,
Florida Career College-Houston,Texas,Closed,,,,
Fortis College,Texas,N/A,,,,
Fortis Institute,Texas,N/A,,,,
Frank Phillips College,Texas,N/A,,,,
Galen College of Nursing-San Antonio,Texas,N/A,,,,
Galveston College,Texas,https://gc.edu/about-gc/institutional-effectiveness/facts.php,,,,
Gemini School of Visual Arts & Communication,Texas,N/A,,,,
Grace School of Theology,Texas,N/A,,,,
Grayson College,Texas,N/A,,,,
Hallmark University,Texas,N/A,,,,
Hardin-Simmons University,Texas,https://www.hsutx.edu/offices/institutional-research/,,,,
Hill College,Texas,N/A,,,,
Houston Christian University,Texas,https://hc.edu/about-hcu/university-leadership/office-of-the-provost/office-of-institutional-research-and-effectiveness/institutional-research-reports/common-datasets/,,,,
Houston Community College,Texas,https://www.hccs.edu/about-hcc/institutional-research/common-data-set/,,,,
Houston Graduate School of Theology,Texas,N/A,,,,
Houston International College Cardiotech Ultrasound School ,Texas,N/A,,,,
Howard College,Texas,N/A,,,,
Howard Payne University,Texas,N/A,,,,
Huston–Tillotson University,Texas,https://htu.edu/offices/institutional-research/common-data-sets/,,,,
Interactive College of Technology,Texas,N/A,,,,
Jacksonville College,Texas,N/A,,,,
Jarvis Christian University,Texas,N/A,,,,
KD Conservatory College of Film and Dramatic Arts,Texas,N/A,,,,
Kilgore College,Texas,N/A,,,,
Lamar Institute of Technology,Texas,N/A,,,,
Lamar State College–Orange,Texas,N/A,,,,
Lamar State College–Port Arthur,Texas,N/A,,,,
Lamar University,Texas,N/A,,,,
Laredo College,Texas,N/A,,,,
Lee College,Texas,N/A,,,,
LeTourneau University,Texas,N/A,,,,
Lincoln College of Technology-Grand Prairie,Texas,N/A,,,,
Lipscomb University,Texas,N/A,,,,
Lone Star College,Texas,https://www.lonestar.edu/AIR-Common-Data-Sets.htm,,,,
Lubbock Christian University,Texas,https://documents.lcu.edu/righttoknow/CDS.pdf,,,,
McLennan Community College,Texas,N/A,,,,
McMurry University,Texas,N/A,,,,
MediaTech Institute-Dallas,Texas,N/A,,,,
MediaTech Institute-Houston,Texas,N/A,,,,
Messenger College,Texas,N/A,,,,
Miami International University of Art & Design-Art Institute Dallas,Texas,Closed,,,,
Midland College,Texas,N/A,,,,
Midwestern State University,Texas,https://msutexas.edu/institutional-effectiveness/institutional-reports.php,,,,
Navarro College,Texas,N/A,,,,
Nelson University,Texas,N/A,,,,
North American University,Texas,N/A,,,,
North Central Texas College,Texas,N/A,,,,
Northeast Lakeview College,Texas,N/A,,,,
Northeast Texas Community College,Texas,N/A,,,,
Northwest Vista College,Texas,N/A,,,,
Oblate School of Theology,Texas,N/A,,,,
Odessa College,Texas,N/A,,,,
Our Lady of the Lake University,Texas,N/A,,,,
Palo Alto College,Texas,N/A,,,,
Panola College,Texas,N/A,,,,
Paris Junior College,Texas,N/A,,,,
Park University,Texas,N/A,,,,
Parker University,Texas,N/A,,,,
Paul Quinn College,Texas,N/A,,,,
Pima Medical Institute-El Paso,Texas,N/A,,,,
Pima Medical Institute-Houston,Texas,N/A,,,,
Prairie View A&M University,Texas,https://www.pvamu.edu/ir/pvamu-data-3/2016-2020-fact-book/common-data-set/,,,,
Ranger College,Texas,N/A,,,,
Redeemers University North America,Texas,N/A,,,,
Remington College,Texas,N/A,,,,
Rice University,Texas,https://oie.rice.edu/common-data-set,,,,
Rio Grande Valley College,Texas,N/A,,,,
Saint Edward's University,Texas,N/A,,,,
Sam Houston State University,Texas,https://www.shsu.edu/dept/data/publications.html#CDS,,,,
San Antonio College,Texas,N/A,,,,
San Jacinto College,Texas,https://www.sanjac.edu/about/facts-figures/,,,,
School of Automotive Machinists & Technology,Texas,N/A,,,,
Schreiner University,Texas,N/A,,,,
Seminary of the Southwest,Texas,N/A,,,,
South Plains College,Texas,N/A,,,,
South Texas College,Texas,N/A,,,,
South Texas College of Law,Texas,N/A,,,,
South University-Austin,Texas,N/A,,,,
Southern Careers Institute-Austin,Texas,N/A,,,,
Southern Methodist University,Texas,https://www.smu.edu/provost/university-decision-support/statistics#common-data-sets,https://www.smu.edu/provost/university-decision-support/statistics/commondatasets/2023,,,
Southern Reformed Seminary,Texas,N/A,,,,
Southwest Texas Junior College,Texas,N/A,,,,
Southwest University at El Paso,Texas,N/A,,,,
Southwestern Adventist University,Texas,N/A,,,,
Southwestern Baptist Theological Seminary,Texas,N/A,,,,
Southwestern Christian College,Texas,N/A,,,,
Southwestern University,Texas,https://www.southwestern.edu/institutional-research/the-common-data-set/,,,,
St. Mary's University,Texas,https://cdn.stmarytx.edu/wp-content/uploads/2024/04/CDS_UNL2_2023_2024.pdf,https://cdn.stmarytx.edu/wp-content/uploads/2023/02/CDS_2022-2023-Final.pdf,https://cdn.stmarytx.edu/wp-content/uploads/2021/08/CDS_2020-2021_FINAL2.pdf,https://cdn.stmarytx.edu/wp-content/uploads/2022/03/CDS_2021-2022-FINAL.pdf,
St. Philip's College,Texas,N/A,,,,
Stephen F. Austin State University,Texas,https://www.sfasu.edu/sair/reports/cds,,,,
Strayer University,Texas,N/A,,,,
Sul Ross State University,Texas,https://www.sulross.edu/institutional-effectiveness-institutional-research/resources/,,,,
Tarleton State University,Texas,https://www.tarleton.edu/iaea/analytics/common-data-set/,,,,
Tarrant County College,Texas,N/A,,,,
Temple College,Texas,N/A,,,,
Texarkana College,Texas,N/A,,,,
Texas A&M International University,Texas,N/A,,,,
Texas A&M University,Texas,https://abpa.tamu.edu/reports-catalog/student,,,,
Texas A&M University Central Texas,Texas,https://www.tamuct.edu/Institutional%20Research%20and%20Assessment/common-data-set.html,,,,
Texas A&M University Commerce,Texas,https://inside.tamuc.edu/aboutus/ier/IR/Resources2.aspx,,,,
Texas A&M University Corpus Christi,Texas,https://www.tamucc.edu/president/pir/common_data_set.php,,,,
Texas A&M University Kingsville,Texas,https://www.tamuk.edu/pes/institutional-data/CDS-reporting.html,,,,
Texas A&M University San Antonio,Texas,N/A,,,,
Texas A&M University Texarkana,Texas,N/A,,,,
Texas Chiropractic College,Texas,N/A,,,,
Texas Christian University,Texas,https://ir.tcu.edu/common-data-set/,,,,
Texas College,Texas,N/A,,,,
Texas Health and Science University,Texas,N/A,,,,
Texas Healthtech Institute Beaumont ,Texas,N/A,,,,
Texas Healthtech Institute Houston,Texas,N/A,,,,
Texas Lutheran University,Texas,https://my.tlu.edu/ICS/TLU_INFO/IR/Common_Datasets.jnz,https://my.tlu.edu/ICS/TLU_INFO/IR/Default_Page.jnz?portlet=Common_Data_Sets,,,
Texas Southern University,Texas,N/A,,,,
Texas Southmost College,Texas,N/A,,,,
Texas State Technical College,Texas,N/A,,,,
Texas State University,Texas,https://www.ir.txst.edu/reports/cds.html,,,,
Texas Tech University,Texas,https://www.depts.ttu.edu/irim/CommonDataSets/index.php,,,,
Texas Wesleyan University,Texas,https://txwes.edu/research/university-facts/,,,,
Texas Woman's University,Texas,https://twu.edu/institutional-research/reports-data--references/,,,,
The Art Institute of Austin,Texas,Closed,,,,
The Art Institute of Houston,Texas,Closed,,,,
The Art Institute of San Antonio,Texas,Closed,,,,
The College of Health Care Professions-Austin,Texas,N/A,,,,
The College of Health Care Professions-Dallas,Texas,N/A,,,,
The College of Health Care Professions-Fort Worth,Texas,N/A,,,,
The College of Health Care Professions-McAllen,Texas,N/A,,,,
The College of Health Care Professions-Northwest,Texas,N/A,,,,
The College of Health Care Professions-San Antonio,Texas,N/A,,,,
The College of Health Care Professions-South San Antonio,Texas,N/A,,,,
The College of Health Care Professions-Southwest Houston,Texas,N/A,,,,
The King's University,Texas,N/A,,,,
Trinity University,Texas,https://drive.google.com/drive/folders/0B8030oGUHUpSfmlMM0ZoTnQ0Sk9uM2xHdlZFbm94UmcxOGs0LUJEaGFnOHRJNDhDREFGQlE,,,,
Trinity Valley Community College,Texas,N/A,,,,
Tyler Junior College,Texas,https://www.tjc.edu/downloads/download/50/common_data_set,,,,
Universal Technical Institute-Dallas Fort Worth,Texas,N/A,,,,
University of Dallas,Texas,https://udallas.edu/offices-services/institutional-effectiveness/institutional-research/index.php,,,,
University of Houston,Texas,https://www.uh.edu/ir/reports/common-data-sets/index.php,,,,
University of Houston Clear Lake,Texas,https://www.uhcl.edu/about/administrative-offices/institutional-research/campus-facts,,,,
University of Houston Downtown,Texas,"https://www.uhd.edu/provost/ie/institutional-research/ir-common.aspx#:~:text=The%20Common%20Data%20Set%20(CDS,U.S.%20News%20%26%20World%20Report.)",,,,
University of Houston Victoria,Texas,N/A,,,,
University of Mary Hardin-Baylor,Texas,https://www.umhb.edu/resources/ir/reports#1845,,,,
University of North Texas,Texas,https://institutionalresearch.unt.edu/common-data-set.html,,,,
University of North Texas Dallas,Texas,https://www.untdallas.edu/sar/data-and-reports/index.php,,,,
University of Phoenix,Texas,N/A,,,,
University of St. Thomas,Texas,https://www.stthom.edu/Public/getFile.asp?File_Content_ID=127511,,,,
University of Texas at Arlington,Texas,N/A,,,,
University of Texas at Dallas,Texas,https://oisds.utdallas.edu/common-data-set/,,,,
University of Texas at El Paso,Texas,https://www.utep.edu/planning/cierp/resources/common-data-sets.html,,,,
University of Texas at San Antonio,Texas,https://www.utsa.edu/ir/content/resources/commonDataSet.html,,,,
University of Texas at Tyler,Texas,https://www.uttyler.edu/offices/information-analysis/common-data-sets/,,,,
University of Texas Austin,Texas,https://reports.utexas.edu/common-data-set,,,,
University of Texas Permian Basin,Texas,https://www.utpb.edu/university-offices/institutional-research-and-effectiveness/common-dataset,,,,
University of Texas Rio Grande Valley,Texas,https://www.utrgv.edu/sair/data-reports/index.htm,https://www.utrgv.edu/sair/data-reports/reports-archive/index.htm,,,
University of the Incarnate Word,Texas,https://my.uiw.edu/ir/interactive-fact-books/common-data-sets.html,,,,
Vernon College,Texas,N/A,,,,
Vet Tech Institute of Houston,Texas,N/A,,,,
Victoria College,Texas,N/A,,,,
Wade College,Texas,N/A,,,,
Wayland Baptist University,Texas,N/A,,,,
Weatherford College,Texas,N/A,,,,
West Coast University-Dallas,Texas,N/A,,,,
West Texas A&M University,Texas,https://www.wtamu.edu/academics/institutional-research/ir-data-resources.html,,,,
Western Governors University ,Texas,N/A,,,,
Western Technical College,Texas,N/A,,,,
Western Texas College,Texas,N/A,,,,
Wharton County Junior College,Texas,N/A,,,,
Wiley University,Texas,N/A,,,,
Bridgerland Technical College ,Utah,N/A,,,,
Brigham Young University,Utah,https://data.byu.edu/common-data-set,,,,
Broadview College,Utah,Closed,,,,
Columbia College,Utah,Closed,,,,
Davis Technical College,Utah,N/A,,,,
Dixie Technical College ,Utah,N/A,,,,
Eagle Gate College Murray,Utah,N/A,,,,
Ensign College ,Utah,N/A,,,,
Fortis College,Utah,N/A,,,,
Joyce University,Utah,N/A,,,,
Mount Liberty College,Utah,N/A,,,,
Mountainland Technical College,Utah,N/A,,,,
Neumont College of Computer Science,Utah,N/A,,,,
Nightingale College,Utah,N/A,,,,
Ogden-Weber Technical College,Utah,N/A,,,,
Provo College,Utah,N/A,,,,
Rocky Mountain University of Health Professions,Utah,N/A,,,,
Rocky Vista University,Utah,N/A,,,,
Roseman University of Health Sciences,Utah,N/A,,,,
Salt Lake Baptist College,Utah,N/A,,,,
Salt Lake Community College,Utah,N/A,,,,
Snow College,Utah,N/A,,,,
Southern Utah University,Utah,https://www.suu.edu/ir/reports/cds.html,,,,
Southwest Technical College,Utah,N/A,,,,
Stevens-Henager College,Utah,N/A,,,,
Tooele Technical College,Utah,N/A,,,,
Uintah Basin Technical College,Utah,N/A,,,,
University of Phoenix ,Utah,N/A,,,,
University of Utah,Utah,https://data.utah.edu/data-dashboard/common-data-set/,,,,
Utah State University,Utah,https://www.usu.edu/oda/analysis/common-data-set,,,,
Utah Tech University,Utah,https://ir.utahtech.edu/common-data-set/,,,,
Utah Valley University,Utah,https://www.uvu.edu/birs/docs/info_about_uvu/common_data_set/cds2021-22.pdf,https://www.uvu.edu/birs/docs/info_about_uvu/common_data_set/cds2020-21.pdf,,,
Weber State University,Utah,https://www.weber.edu/data/public-reports.html,https://apps.weber.edu/wsuimages/financialservices/Common%20Data%20Set_2022-23.pdf,https://apps.weber.edu/wsuimages/financialservices/Common%20Data%20Set_2023-24.pdf,https://www.weber.edu/wsuimages/IR/Common%20Data%20Set_2020-21.pdf,
Webster University,Utah,N/A,,,,
Western Governors University,Utah,N/A,,,,
Westminster University,Utah,https://westminsteru.edu/about/institutional-research/common-data-set.html,,,,
Bennington College,Vermont,https://www.bennington.edu/commonly-requested-data,,,,
Castleton University,Vermont,https://www.castleton.edu/about-castleton/public-disclosure/common-data-set/,,,,
Champlain College,Vermont,https://www.champlain.edu/office/institutional-research-assessment/data-analytics/data-reporting/,,,,
Community College of Vermont,Vermont,N/A,,,,
Goddard College,Vermont,Closed,,,,
Landmark College,Vermont,N/A,,,,
Marlboro College,Vermont,Closed,,,,
Middlebury College,Vermont,https://www.middlebury.edu/assessment-institutional-research/institutional-data/historical-data,,,,
Norwich University,Vermont,https://www.norwich.edu/offices/institutional-effectiveness/common-data-sets,,,,
Saint Michael's College,Vermont,https://www.smcvt.edu/offices-and-services/institutional-research/,,,,
SIT Graduate Institute,Vermont,N/A,,,,
Sterling College,Vermont,N/A,,,,
University of Vermont,Vermont,https://www.uvm.edu/oir/common-data-set,,,,
Vermont College of Fine Arts,Vermont,N/A,,,,
Vermont Law and Graduate School,Vermont,N/A,,,,
Vermont State University,Vermont,N/A,,,,
ACT College,Virginia,Closed,,,,
Advanced Institute of Technology,Virginia,N/A,,,,
Altierus Career College,Virginia,N/A,,,,
American Digital University,Virginia,N/A,,,,
American National University,Virginia,N/A,,,,
American Public University System,Virginia,N/A,,,,
Appalachian College of Pharmacy,Virginia,N/A,,,,
Appalachian College of Pharmacy,Virginia,N/A,,,,
Appalachian School of Law,Virginia,N/A,,,,
Ascent College,Virginia,N/A,,,,
Averett University,Virginia,N/A,,,,
Aviation Institute of Maintenance,Virginia,N/A,,,,
Baptist Theological Seminary at Richmond,Virginia,N/A,,,,
Blue Ridge Community College,Virginia,N/A,,,,
Bluefield University,Virginia,N/A,,,,
Bon Secours Memorial College of Nursing,Virginia,N/A,,,,
Boston University Metropolitan College,Virginia,N/A,,,,
Bridgewater College,Virginia,https://www.bridgewater.edu/about-us/bridgewater-facts/,,,,
Brightpoint Community College,Virginia,N/A,,,,
Bryant & Stratton College,Virginia,N/A,,,,
Cambridge College,Virginia,N/A,,,,
Catholic Distance University,Virginia,N/A,,,,
Catholic University of America,Virginia,N/A,,,,
Central Michigan University,Virginia,N/A,,,,
Central Texas College,Virginia,N/A,,,,
Central Virginia Community College,Virginia,N/A,,,,
Centura College,Virginia,N/A,,,,
Chamberlain College of Nursing,Virginia,N/A,,,,
Christendom College,Virginia,N/A,,,,
Christopher Newport University,Virginia,https://cnu.edu/institutionalresearch/statistics/,,,,
College of William and Mary,Virginia,https://www.wm.edu/offices/it/services/ir/university_data/cds/,,,,
Columbia College,Virginia,N/A,,,,
Cordoba University,Virginia,N/A,,,,
Danville Community College,Virginia,N/A,,,,
DeVry University,Virginia,N/A,,,,
Divine Mercy University,Virginia,N/A,,,,
Eastern Mennonite University,Virginia,https://emu.edu/ir/data-reports/common-data-set,,,,
Eastern Shore Community College,Virginia,N/A,,,,
Eastern Virginia Medical School,Virginia,N/A,,,,
ECPI University,Virginia,N/A,,,,
Edward Via Virginia College of Osteopathic Medicine,Virginia,N/A,,,,
Embry-Riddle Aeronautical University,Virginia,N/A,,,,
Emory and Henry College,Virginia,N/A,,,,
Fairfax University of America,Virginia,N/A,,,,
Ferrum College,Virginia,https://www.ferrum.edu/purpose-of-the-ire/,,,,
Florida Institute of Technology,Virginia,N/A,,,,
Fortis College,Virginia,N/A,,,,
George Mason University,Virginia,https://oiep.gmu.edu/resources/common-data-set/,,,,
George Washington University,Virginia,https://irp.gwu.edu/common-data-set,,,,
Georgetown University,Virginia,N/A,,,,
Germanna Community College,Virginia,N/A,,,,
Global Health College,Virginia,N/A,,,,
Hampden-Sydney College,Virginia,N/A,,,,
Hampton University,Virginia,N/A,,,,
Hartland College,Virginia,N/A,,,,
Hollins University,Virginia,https://registrar.press.hollins.edu/common-data-sets/,,,,
"HyperLearning Technologies, Inc.",Virginia,Closed,,,,
Institute for the Psychological Sciences,Virginia,N/A,,,,
International College of Washington,Virginia,N/A,,,,
J. Sargeant Reynolds Community College,Virginia,N/A,,,,
James Madison University,Virginia,https://www.jmu.edu/pair/ir/research/cds/index.shtml,,,,
Jefferson College of Health Sciences,Virginia,N/A,,,,
John Leland Center for Theological Studies,Virginia,N/A,,,,
Johns Hopkins University,Virginia,N/A,,,,
Kaplan College,Virginia,Closed,,,,
Kings Park University School of Acupuncture and Oriental Medicine,Virginia,N/A,,,,
Laurel Ridge Community College,Virginia,N/A,,,,
Liberty University,Virginia,N/A,,,,
Life Pacific University,Virginia,N/A,,,,
Lindsey Wilson College School of Professional Counseling,Virginia,N/A,,,,
Longwood University,Virginia,https://www.longwood.edu/universityanalytics/common-data-set/,,,,
Marine Corps University,Virginia,N/A,,,,
Mary Baldwin University,Virginia,N/A,,,,
Marymount University,Virginia,https://marymount.edu/faculty-and-staff/office-of-planning-institutional-effectiveness/official-data/common-data-set/,,,,
Medtech Institute,Virginia,N/A,,,,
Mercyhurst University,Virginia,N/A,,,,
Missouri State University,Virginia,N/A,,,,
Mountain Empire Community College,Virginia,N/A,,,,
Mountain Gateway Community College,Virginia,N/A,,,,
